[2024-01-09 16:47:03,503: INFO: utils: yaml file is saved]
[2024-01-25 16:13:40,354: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/11856c6b7da848c38f85aa3ece46ad6c/5c209d92a1174a5aaefc84258e073304/artifacts/optuna_Stacked_Classifier/requirements.txt]
[2024-01-25 16:50:01,837: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-25 18:38:57,171: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts?path=489d8cb8991a4e58b57565bc00e31b9e%2F34cc0da17feb4e0ea750551a65809ba8%2Fartifacts%2Foptuna_Random+Forest]
[2024-01-25 18:39:17,565: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/489d8cb8991a4e58b57565bc00e31b9e/34cc0da17feb4e0ea750551a65809ba8/artifacts/optuna_Random%20Forest/MLmodel]
[2024-01-25 18:39:17,581: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/489d8cb8991a4e58b57565bc00e31b9e/34cc0da17feb4e0ea750551a65809ba8/artifacts/optuna_Random%20Forest/model.pkl]
[2024-01-25 18:39:17,583: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/489d8cb8991a4e58b57565bc00e31b9e/34cc0da17feb4e0ea750551a65809ba8/artifacts/optuna_Random%20Forest/requirements.txt]
[2024-01-25 18:39:17,597: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/489d8cb8991a4e58b57565bc00e31b9e/34cc0da17feb4e0ea750551a65809ba8/artifacts/optuna_Random%20Forest/python_env.yaml]
[2024-01-25 20:38:10,220: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-26 11:45:53,124: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:45:53,130: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:45:53,135: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:49:07,520: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:49:07,524: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:49:07,529: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:49:59,994: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:49:59,999: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:50:00,005: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:52:16,741: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:52:16,747: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:52:16,752: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:52:44,065: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:52:44,072: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:52:44,076: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:54:06,179: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:54:06,183: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:54:06,187: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:54:06,191: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:54:06,193: INFO: utils: Stage 2 Processing Commencing]
[2024-01-26 11:54:06,210: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-26 11:54:06,212: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-26 11:54:06,236: INFO: utils: Commencing pipeline transformation]
[2024-01-26 11:54:23,735: INFO: utils: Pipeline transformation complete]
[2024-01-26 11:54:23,737: INFO: utils: Commencing SmoteTomek]
[2024-01-26 11:58:30,308: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:58:30,312: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:58:30,319: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:58:41,485: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 11:58:41,489: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 11:58:41,493: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:58:41,497: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 11:58:41,499: INFO: utils: Stage 2 Processing Commencing]
[2024-01-26 11:58:41,500: INFO: utils: Pipeline created with KnnImputer, RobustScaler]
[2024-01-26 11:58:41,501: INFO: utils: SmoteTomek obj created]
[2024-01-26 11:58:41,533: INFO: utils: Commencing pipeline transformation]
[2024-01-26 12:15:02,498: INFO: utils: Pipeline transformation complete]
[2024-01-26 12:15:02,503: INFO: utils: Commencing SmoteTomek]
[2024-01-26 12:15:37,320: INFO: utils: SmoteTomek Complete]
[2024-01-26 12:15:37,321: INFO: utils: Returning the transformed dataframe]
[2024-01-26 12:15:37,334: INFO: utils: Saving the pipeline object]
[2024-01-26 12:15:37,398: INFO: utils: object: artifacts/preprocessor/preprocessor.joblib pickled]
[2024-01-26 12:15:37,400: INFO: utils: Pipeline saved at: artifacts/preprocessor/preprocessor.joblib]
[2024-01-26 12:15:37,401: INFO: utils: Stage 2 Processing Complete]
[2024-01-26 12:15:37,427: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 12:15:37,432: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 12:15:37,436: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 12:15:37,440: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 12:15:37,443: INFO: utils: Stage 2 Processing Commencing]
[2024-01-26 12:15:37,504: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-26 12:15:37,505: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-26 12:15:37,557: INFO: utils: Commencing pipeline transformation]
[2024-01-26 12:20:56,157: INFO: utils: Pipeline transformation complete]
[2024-01-26 12:20:56,159: INFO: utils: Commencing SmoteTomek]
[2024-01-26 12:21:00,194: INFO: utils: SmoteTomek Complete]
[2024-01-26 12:21:00,195: INFO: utils: Returning the transformed dataframe]
[2024-01-26 12:21:00,198: INFO: utils: Stage 2 Processing Complete]
[2024-01-26 12:38:24,015: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 12:38:24,020: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 12:38:24,025: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 12:38:24,029: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 12:38:24,030: INFO: utils: Stage 2 Processing Commencing]
[2024-01-26 12:38:24,031: INFO: utils: Pipeline created with KnnImputer, RobustScaler]
[2024-01-26 12:38:24,033: INFO: utils: SmoteTomek obj created]
[2024-01-26 12:38:24,035: INFO: utils: Commencing pipeline transformation]
[2024-01-26 12:38:24,528: INFO: utils: Pipeline transformation complete]
[2024-01-26 12:38:24,530: INFO: utils: Commencing SmoteTomek]
[2024-01-26 12:38:24,590: INFO: utils: SmoteTomek Complete]
[2024-01-26 12:38:24,591: INFO: utils: Returning the transformed dataframe]
[2024-01-26 12:38:24,593: INFO: utils: Saving the pipeline object]
[2024-01-26 12:38:24,596: INFO: utils: object: artifacts/preprocessor/preprocessor.joblib pickled]
[2024-01-26 12:38:24,597: INFO: utils: Pipeline saved at: artifacts/preprocessor/preprocessor.joblib]
[2024-01-26 12:38:24,597: INFO: utils: Stage 2 Processing Complete]
[2024-01-26 12:38:24,601: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 12:38:24,606: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 12:38:24,609: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 12:38:24,612: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 12:38:24,613: INFO: utils: Stage 2 Processing Commencing]
[2024-01-26 12:38:24,627: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-26 12:38:24,627: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-26 12:38:24,629: INFO: utils: Commencing pipeline transformation]
[2024-01-26 12:38:24,807: INFO: utils: Pipeline transformation complete]
[2024-01-26 12:38:24,808: INFO: utils: Commencing SmoteTomek]
[2024-01-26 12:38:24,827: INFO: utils: SmoteTomek Complete]
[2024-01-26 12:38:24,829: INFO: utils: Returning the transformed dataframe]
[2024-01-26 12:38:24,831: INFO: utils: Stage 2 Processing Complete]
[2024-01-26 13:14:32,527: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-26 13:14:32,538: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-26 13:14:32,544: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-26 15:19:18,308: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/experiments/delete]
[2024-01-27 13:07:11,756: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:07:11,764: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:07:11,779: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:07:13,353: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:07:13,357: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:07:13,363: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:07:13,371: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:07:13,374: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 13:07:13,375: INFO: utils: Pipeline created with KnnImputer, RobustScaler]
[2024-01-27 13:07:13,378: INFO: utils: SmoteTomek obj created]
[2024-01-27 13:07:13,382: INFO: utils: Commencing pipeline transformation]
[2024-01-27 13:07:14,452: INFO: utils: Pipeline transformation complete]
[2024-01-27 13:07:14,453: INFO: utils: Commencing SmoteTomek]
[2024-01-27 13:07:14,740: INFO: utils: SmoteTomek Complete]
[2024-01-27 13:07:14,741: INFO: utils: Returning the transformed dataframe]
[2024-01-27 13:07:14,745: INFO: utils: Saving the pipeline object]
[2024-01-27 13:07:14,750: INFO: utils: object: artifacts/preprocessor/preprocessor.joblib pickled]
[2024-01-27 13:07:14,751: INFO: utils: Pipeline saved at: artifacts/preprocessor/preprocessor.joblib]
[2024-01-27 13:07:14,751: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 13:07:14,754: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:07:14,757: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:07:14,764: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:07:14,902: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:07:14,905: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 13:07:14,942: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-27 13:07:14,945: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-27 13:07:14,950: INFO: utils: Commencing pipeline transformation]
[2024-01-27 13:07:15,439: INFO: utils: Pipeline transformation complete]
[2024-01-27 13:07:15,441: INFO: utils: Commencing SmoteTomek]
[2024-01-27 13:07:15,493: INFO: utils: SmoteTomek Complete]
[2024-01-27 13:07:15,496: INFO: utils: Returning the transformed dataframe]
[2024-01-27 13:07:15,498: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 13:08:29,799: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:08:29,804: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:08:29,811: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:08:31,330: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:08:31,333: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:08:31,337: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:08:31,341: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:08:31,343: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 13:08:31,345: INFO: utils: Pipeline created with KnnImputer, RobustScaler]
[2024-01-27 13:08:31,346: INFO: utils: SmoteTomek obj created]
[2024-01-27 13:08:31,350: INFO: utils: Commencing pipeline transformation]
[2024-01-27 13:08:32,275: INFO: utils: Pipeline transformation complete]
[2024-01-27 13:08:32,278: INFO: utils: Commencing SmoteTomek]
[2024-01-27 13:08:32,362: INFO: utils: SmoteTomek Complete]
[2024-01-27 13:08:32,363: INFO: utils: Returning the transformed dataframe]
[2024-01-27 13:08:32,365: INFO: utils: Saving the pipeline object]
[2024-01-27 13:08:32,370: INFO: utils: object: artifacts/preprocessor/preprocessor.joblib pickled]
[2024-01-27 13:08:32,370: INFO: utils: Pipeline saved at: artifacts/preprocessor/preprocessor.joblib]
[2024-01-27 13:08:32,377: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 13:08:32,382: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:08:32,386: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:08:32,392: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:08:32,399: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:08:32,401: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 13:08:32,421: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-27 13:08:32,422: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-27 13:08:32,424: INFO: utils: Commencing pipeline transformation]
[2024-01-27 13:08:32,769: INFO: utils: Pipeline transformation complete]
[2024-01-27 13:08:32,769: INFO: utils: Commencing SmoteTomek]
[2024-01-27 13:08:32,801: INFO: utils: SmoteTomek Complete]
[2024-01-27 13:08:32,803: INFO: utils: Returning the transformed dataframe]
[2024-01-27 13:08:32,806: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 13:09:31,996: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:09:32,002: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:09:32,008: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:09:33,358: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:09:33,366: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:09:33,375: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:09:33,387: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:09:33,390: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 13:09:33,393: INFO: utils: Pipeline created with KnnImputer, RobustScaler]
[2024-01-27 13:09:33,395: INFO: utils: SmoteTomek obj created]
[2024-01-27 13:09:33,399: INFO: utils: Commencing pipeline transformation]
[2024-01-27 13:09:34,431: INFO: utils: Pipeline transformation complete]
[2024-01-27 13:09:34,432: INFO: utils: Commencing SmoteTomek]
[2024-01-27 13:09:34,517: INFO: utils: SmoteTomek Complete]
[2024-01-27 13:09:34,518: INFO: utils: Returning the transformed dataframe]
[2024-01-27 13:09:34,520: INFO: utils: Saving the pipeline object]
[2024-01-27 13:09:34,526: INFO: utils: object: artifacts/preprocessor/preprocessor.joblib pickled]
[2024-01-27 13:09:34,527: INFO: utils: Pipeline saved at: artifacts/preprocessor/preprocessor.joblib]
[2024-01-27 13:09:34,528: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 13:09:34,531: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 13:09:34,536: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 13:09:34,542: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:09:34,547: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 13:09:34,549: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 13:09:34,564: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-27 13:09:34,565: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-27 13:09:34,567: INFO: utils: Commencing pipeline transformation]
[2024-01-27 13:09:34,912: INFO: utils: Pipeline transformation complete]
[2024-01-27 13:09:34,913: INFO: utils: Commencing SmoteTomek]
[2024-01-27 13:09:34,943: INFO: utils: SmoteTomek Complete]
[2024-01-27 13:09:34,945: INFO: utils: Returning the transformed dataframe]
[2024-01-27 13:09:34,947: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 13:30:35,746: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 14:04:05,103: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 14:04:05,113: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 14:04:05,117: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 14:04:06,291: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 14:04:06,293: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 14:04:06,295: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 14:04:06,297: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 14:04:06,299: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 14:04:06,306: INFO: utils: Pipeline created with KnnImputer, RobustScaler]
[2024-01-27 14:04:06,307: INFO: utils: SmoteTomek obj created]
[2024-01-27 14:04:06,315: INFO: utils: Commencing pipeline transformation]
[2024-01-27 14:04:07,084: INFO: utils: Pipeline transformation complete]
[2024-01-27 14:04:07,085: INFO: utils: Commencing SmoteTomek]
[2024-01-27 14:04:07,205: INFO: utils: SmoteTomek Complete]
[2024-01-27 14:04:07,206: INFO: utils: Returning the transformed dataframe]
[2024-01-27 14:04:07,211: INFO: utils: Saving the pipeline object]
[2024-01-27 14:04:07,224: INFO: utils: object: artifacts/preprocessor/preprocessor.joblib pickled]
[2024-01-27 14:04:07,225: INFO: utils: Pipeline saved at: artifacts/preprocessor/preprocessor.joblib]
[2024-01-27 14:04:07,226: INFO: utils: Stage 2 Processing Complete]
[2024-01-27 14:04:07,229: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-27 14:04:07,232: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-27 14:04:07,243: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 14:04:07,246: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-27 14:04:07,248: INFO: utils: Stage 2 Processing Commencing]
[2024-01-27 14:04:07,274: INFO: utils: pickled_object: artifacts/preprocessor/preprocessor.joblib loaded]
[2024-01-27 14:04:07,277: INFO: utils: Pipeline loaded & SmoteTomek created]
[2024-01-27 14:04:07,278: INFO: utils: Commencing pipeline transformation]
[2024-01-27 14:04:07,514: INFO: utils: Pipeline transformation complete]
[2024-01-27 14:04:07,515: INFO: utils: Commencing SmoteTomek]
[2024-01-27 14:04:07,531: INFO: utils: SmoteTomek Complete]
[2024-01-27 14:04:07,531: INFO: utils: Returning the transformed dataframe]
[2024-01-27 14:04:07,532: INFO: utils: Stage 2 Processing Complete]
[2024-01-29 08:21:07,160: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-29 08:21:07,171: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-29 08:21:07,175: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-29 08:40:00,017: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-29 08:40:00,021: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-29 08:40:00,027: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-29 09:57:59,149: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=eced354105ff46f3b271c1a4c4de547f&run_id=eced354105ff46f3b271c1a4c4de547f]
[2024-01-29 11:16:24,739: INFO: utils: config.yaml yaml_file is loaded]
[2024-01-29 11:16:24,747: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-29 11:16:24,757: INFO: utils: schema.yaml yaml_file is loaded]
[2024-02-03 17:11:46,311: INFO: utils: Stage 1 Processing Commencing]
[2024-02-03 17:27:50,326: INFO: utils: Stage 1 Processing Commencing]
[2024-02-03 17:27:50,361: INFO: utils: Data Merging commencing]
[2024-02-03 17:27:50,378: INFO: utils: Data Merging complete]
[2024-02-03 17:27:50,397: INFO: utils: Sorting and reseting_index complete]
[2024-02-03 17:27:50,401: INFO: utils: Dropping column: 'ident_id']
[2024-02-03 17:27:50,403: INFO: utils: Renaming Target Column]
[2024-02-03 17:27:50,406: INFO: utils: Mapping Target Column values]
[2024-02-03 17:27:50,437: INFO: utils: Replacing 'na' to 'np.nan' values]
[2024-02-03 17:27:50,438: INFO: utils: Creating list of column names of input features]
[2024-02-03 17:27:50,499: INFO: utils: dtype of input features converted from 'object' to 'float']
[2024-02-03 17:27:50,500: INFO: utils: Stage 1 processing complete - Returning processed dataframe]
[2024-02-03 17:29:48,697: INFO: utils: Stage 1 Processing Commencing]
[2024-02-03 17:29:48,713: INFO: utils: Data Merging commencing]
[2024-02-03 17:29:48,731: INFO: utils: Data Merging complete]
[2024-02-03 17:29:48,745: INFO: utils: Sorting and reseting_index complete]
[2024-02-03 17:29:48,749: INFO: utils: Dropping column: 'ident_id']
[2024-02-03 17:29:48,751: INFO: utils: Renaming Target Column]
[2024-02-03 17:29:48,753: INFO: utils: Mapping Target Column values]
[2024-02-03 17:29:48,817: INFO: utils: Replacing 'na' to 'np.nan' values]
[2024-02-03 17:29:48,819: INFO: utils: Creating list of column names of input features]
[2024-02-03 17:29:48,883: INFO: utils: dtype of input features converted from 'object' to 'float']
[2024-02-03 17:29:48,884: INFO: utils: Stage 1 processing complete - Returning processed dataframe]
[2024-02-03 17:34:11,922: INFO: utils: Stage 1 Processing Commencing]
[2024-02-03 17:34:11,933: INFO: utils: Data Merging commencing]
[2024-02-03 17:34:11,952: INFO: utils: Data Merging complete]
[2024-02-03 17:34:11,972: INFO: utils: Sorting and reseting_index complete]
[2024-02-03 17:34:11,976: INFO: utils: Dropping column: 'ident_id']
[2024-02-03 17:34:11,978: INFO: utils: Renaming Target Column]
[2024-02-03 17:34:11,983: INFO: utils: Mapping Target Column values]
[2024-02-03 17:34:12,007: INFO: utils: Replacing 'na' to 'np.nan' values]
[2024-02-03 17:34:12,009: INFO: utils: Creating list of column names of input features]
[2024-02-03 17:34:12,043: INFO: utils: dtype of input features converted from 'object' to 'float']
[2024-02-03 17:34:12,044: INFO: utils: Stage 1 processing complete - Returning processed dataframe]
[2024-02-03 17:36:46,687: INFO: utils: Stage 1 Processing Commencing]
[2024-02-03 17:36:46,702: INFO: utils: Data Merging commencing]
[2024-02-03 17:36:46,708: INFO: utils: Data Merging complete]
[2024-02-03 17:36:46,720: INFO: utils: Sorting and reseting_index complete]
[2024-02-03 17:36:46,724: INFO: utils: Dropping column: 'ident_id']
[2024-02-03 17:36:46,726: INFO: utils: Renaming Target Column]
[2024-02-03 17:36:46,730: INFO: utils: Mapping Target Column values]
[2024-02-03 17:36:46,749: INFO: utils: Replacing 'na' to 'np.nan' values]
[2024-02-03 17:36:46,750: INFO: utils: Creating list of column names of input features]
[2024-02-03 17:36:46,784: INFO: utils: dtype of input features converted from 'object' to 'float']
[2024-02-03 17:36:46,785: INFO: utils: Stage 1 processing complete - Returning processed dataframe]
[2024-02-06 15:28:18,857: INFO: utils: schema.yaml yaml_file is loaded]
[2024-02-06 15:29:28,981: INFO: utils: schema.yaml yaml_file is loaded]
[2024-02-07 11:32:21,614: WARNING: connectionpool: Retrying (Retry(total=4, connect=4, read=5, redirect=5, status=5)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001D482D11A50>: Failed to resolve 'dagshub.com' ([Errno 11001] getaddrinfo failed)")': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/search?max_results=100]
[2024-02-07 11:32:25,697: WARNING: connectionpool: Retrying (Retry(total=3, connect=3, read=5, redirect=5, status=5)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001D4830E1150>: Failed to resolve 'dagshub.com' ([Errno 11001] getaddrinfo failed)")': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/search?max_results=100]
[2024-02-07 11:32:33,941: WARNING: connectionpool: Retrying (Retry(total=2, connect=2, read=5, redirect=5, status=5)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001D4830E3910>: Failed to resolve 'dagshub.com' ([Errno 11001] getaddrinfo failed)")': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/search?max_results=100]
[2024-02-07 19:15:10,256: INFO: utils: best_metric.yaml yaml_file is loaded]
[2024-02-07 19:15:21,278: INFO: utils: best_metric.yaml yaml_file is loaded]
[2024-02-07 19:15:28,745: INFO: utils: best_metric.yaml yaml_file is loaded]
[2024-02-07 19:15:36,530: INFO: utils: best_metric.yaml yaml_file is loaded]
[2024-02-07 19:15:59,689: INFO: utils: best_metric.yaml yaml_file is loaded]
[2024-02-07 19:17:25,448: INFO: utils: best_metric.yaml yaml_file is loaded]
[2024-02-07 19:29:59,103: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/f2a1d0cb47994e43887a7bf8ff11fbc0/4f79ae8649044b24a593ec1c748e012b/artifacts/challenger_LGBMClassifier/conda.yaml]
[2024-02-07 19:29:59,106: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow-artifacts/artifacts/f2a1d0cb47994e43887a7bf8ff11fbc0/4f79ae8649044b24a593ec1c748e012b/artifacts/challenger_LGBMClassifier/python_env.yaml]
